url	author
http://briderubiz.blogspot.com/2013/10/join-us-on-october-16-for-twitter-chat.html	Brideru
http://247wallst.com/special-report/2013/11/04/cities-with-the-widest-gap-between-the-rich-and-poor/	Michael B. Sauter, Alexander E.M. Hess and Thomas C. Frohlich
http://mainesocialnetworking.com/?p=10210	Matthew Panzarino
http://warnewsupdates.blogspot.com/2013/10/congress-distances-itself-away-from-us.html	War News Updates Editor
http://blacksportsonline.com/home/2013/10/3-men-stabbed-after-arguing-over-steelers-and-penguins-in-pittsburgh/	Robert Littal
http://eater.com/archives/2013/10/17/the-government-shutdown-hurt-dc-restaurant-scene.php	Hillary Dixler
http://www.zerohedge.com/news/2013-10-28/critical-obamacare-data-center-crashes-sunday	Tyler Durden
http://www.gizmoenvy.com/2013/11/09/satago-anonymous-freelance-payment-reports/	Gizmo Envy
http://ktelontour.blogspot.com/2013/10/helping-hand-up-ladder.html	karTER
http://www.gizmoenvy.com/2013/11/04/xl-marketing-buys-adchemys-customer-acquisition-division-adchemy-actions/	Gizmo Envy
http://juliadumble.blogspot.com/2013/11/for-mac-like-pc-it-all-downhill-from.html	juliadumble
http://www.computerworld.com/s/article/9243748/Mystery_barges_reportedly_tied_to_Google_X	Sharon Gaudin
http://ny.chalkbeat.org/2013/10/16/rise-shine-holes-found-in-states-first-year-teacher-eval-data/	Geoff Decker
http://news.yahoo.com/blackberry-co-founder-considers-bid-buy-company-filing-182406797--finance.html	Alastair Sharp
http://www.every-thing-tech.co.uk/2013/11/plotting-way-to-ipo-twitters-product.html	Carlos Rocha
http://gunwatch.blogspot.com/2013/10/concealed-carry-permit-holders-are-one.html	Dean Weingarten
http://wallstreetpit.com/101510-wheres-inflation-when-you-need-it-or-do-we-need-it/	James Picerno
http://witandwisdomofanengineer.blogspot.com/2013/11/engineering-in-era-of-decentralization.html	Steven Sanders
http://the-tap.blogspot.com/2013/10/switzerlands-gold-exports-go-through.html	Tapestry
http://hiddensecretsinternet.blogspot.com/2013/10/verizon-lte-boosted-in-markets-by-new.html	Charles Bunch
http://www.thedrum.com/news/2013/11/04/tesco-introduce-store-facial-recognition-tech-advertising	John Glenday
http://mainesocialnetworking.com/?p=12941	Catherine Shu
http://www.samsunggalaxyleaks.com/android-4-4-kitkat-is-here-a-quick-overview-of-new-features/	Ian Kersey
http://www.wealthdaily.com/articles/investing-after-the-shutdown/4738	Joseph Cafariello
http://www.answeringmuslims.com/2013/10/naida-asiyalova-russian-suicide-bomber.html	David Wood
http://juliadumble.blogspot.com/2013/11/android-44-kitkat-review-only-slightly.html	juliadumble
http://www.cfoworld.com/strategic-finance/76552/update2-british-spies-reportedly-spoofed-linkedin-slashdot-target-network-en	Lucian Constantin
http://www.bloomberg.com/news/2013-11-05/jgbs-declared-dead-by-mizuho-as-kuroda-hides-risks-japan-credit.html	Yumi Ikeda
http://www.benzinga.com/markets/futures/13/10/4006130/monday-momentum-pushes-new-highs-into-earnings-week	Phil's Stock World
http://www.marketwatch.com/story/the-return-of-the-million-dollar-house-flip-2013-10-17	Quentin Fottrell
http://legallykidnapped.blogspot.com/2013/11/americas-homeless-kids-crisis.html	LK
http://southeastsasquatchassociation.blogspot.com/2013/10/rue-morgue-cinemacabre-willow-creek.html	bf2006
http://searchlight-germany.blogspot.com/2013/10/france-to-beef-up-its-exit-tax.html	Fred Alan Medforth
http://www.samsunggalaxyleaks.com/boost-mobile-finally-gets-the-iphone-5s-and-5c-on-november-8/	Charles West
http://www.pcworld.com/article/2058540/ntt-expands-data-center-cloud-to-us-with-acquisition.html	Mikael Ricknäs
http://blog.gardeviance.org/2013/11/that-pesky-issue-of-power.html	Simon Wardley
http://gawker.com/the-clusterfuck-of-nsas-spying-on-world-leaders-an-ex-1454717555	Taylor Berman
http://blog.propertyhawk.co.uk/2013/10/bad-tenant-register.html	The Editor
http://www.nbcnews.com/science/space/ufo-astro-ghost-find-out-what-spooky-space-cloud-really-f8C11390533	Alan Boyle, Science Editor
http://kotaku.com/nvidia-is-changing-the-way-we-display-stream-and-capt-1447952607	Mike Fahey
http://climatechangepsychology.blogspot.com/2013/10/Australia-non-linear-climate-change.html	Tenney Naumer
http://www.every-thing-tech.co.uk/2013/10/what-now-app-pocket-concierge-for.html	Carlos Rocha
http://everheartz15.blogspot.com/2013/10/so-long-big-android-bbq-2013.html	everheartz15
http://crabgrass-beach.blogspot.com/2013/10/to-ufc-166-video.html	dalessandroaugusta10
http://facecrooks.com/Internet-Safety-Privacy/People-Share-Genetic-Information-on-Facebook-but-Should-They.html/	Tim
http://www.channelregister.co.uk/2013/10/02/pivotal_xtreme_labs_acquisition/	Jack Clark
http://www.mercurynews.com/troy-wolverton/ci_24243533/review-wolverton-apple-new-ios7-software-plagued-by-problems	Troy Wolverton
http://www.sudan4jesus.com/2013/10/mo-ibrahim-prize-for-good-governance-in.html	Sudan4Jesus
http://www.pcworld.com/article/2060960/rackspace-adds-more-power-to-hosted-servers.html	Mikael Ricknäs
http://www.iphonefirmware.com/naturespace-a-sonic-landscape-app-has-a-special-halloween-surprise/	Robert Nardis
http://funky-green.blogspot.com/2013/10/from-sprint-and-techstars-to-fda-look.html	Oriol Cervantes Grau
http://pbokelly.blogspot.com/2013/10/why-facebook-is-teaching-its-machines.html	Peter O'Kelly
http://gawker.com/bubble-watch-bye-bye-bears-buy-buy-bulls-1458063663	Hamilton Nolan
http://hiddensecretsinternet.blogspot.com/2013/10/former-facebook-lawyer-calls-latest-nsa.html	Charles Bunch
http://www.channelregister.co.uk/2013/10/16/ibm_q3_2013_earnings/	Jack Clark
http://phenomena.nationalgeographic.com/2013/10/19/ive-got-your-missing-links-right-here-19-october-2013/	Ed Yong
http://alittleclass.blogspot.com/2013/10/foursquare-opens-platform-to-small.html	Adam Heller
http://pbokelly.blogspot.com/2013/10/apache-hadoop-2-is-now-ga-hortonworks.html	Peter O'Kelly
http://www.activistpost.com/2013/11/real-time-facial-recognition-offered-to.html	Activist
http://www.foxnews.com/health/2013/10/09/exposure-to-aircraft-noise-may-increase-risk-hospitalization-for-heart-problems/	Loren Grush
http://www.samsunggalaxyleaks.com/gta-5-japan-debut-was-best-to-date-in-that-part-of-the-world/	Edwin Kee
http://blog.acthompson.net/2013/10/we-are-faces-of-computing-poster-contest.html	Alfred Thompson
http://dc.eater.com/archives/2013/10/16/restaurants-down-7-columbia-hts-coffee-closed.php	Missy Frederick
http://continuent-tungsten.blogspot.com/2013/10/tungsten-university-configure-provision.html	Petri Virsunen
http://www.samsunggalaxyleaks.com/google-maps-engine-pro-aids-businesses-in-visualizing-and-sharing-data/	Juan Carlos Torres
http://www.samsunggalaxyleaks.com/pantech-vega-secret-note-announced/	Adnan Farooqui
http://rturner229.blogspot.com/2013/10/brave-new-world-data-stored-on-all.html	Randy
http://n4bb.com/avoid-law-nsa-collects-email-address-books-im-lists-foreign-locations/	Lucas Atkins
http://cardinalsbestnews.blogspot.com/2013/10/st-louis-expects-to-see-237-million.html	jrocke217
http://endrtimes.blogspot.com/2013/10/us-cyber-command-documents-reveal.html	Arsenio A. Lembert Jr.
http://blogs.berkeley.edu/2013/10/14/do-student-evaluations-measure-teaching-effectiveness/	Philip Stark
http://manipulation-scandium.blogspot.com/2013/10/o2-vs-vodafone-vs-three-vs-ee-which-uk.html	worlowdorothea81
http://www.every-thing-tech.co.uk/2013/11/tech-lobbying-group-internet.html	Carlos Rocha
http://www.theatlanticwire.com/politics/2013/10/why-reporters-and-congress-arent-good-bets-fix-healthcaregov/70913/	Philip Bump
http://carlyle-campy.blogspot.com/2013/10/twitter-gets-more-visual-with-photo_31.html	mosbyzane32
http://www.zerohedge.com/news/2013-10-22/frontrunning-october-22	Tyler Durden
http://thetyee.ca/News/2013/10/18/Alberta-Energy-Regulator-Dispute/	Andrew Nikiforuk
http://www.crn.com/news/security/240162559/more-nsa-fallout-luxembourg-officials-reportedly-investigating-skype.htm	Robert Westervelt
http://security-world.blogspot.com/2013/10/windowsnetworkingcom-first-look-at.html	Aamir Memon
http://www.gizmoenvy.com/2013/10/14/itunes-radio-product-manager-gareth-paul-jones-joins-twitter-to-work-on-ad-partnerships/	Gizmo Envy
http://massprivatei.blogspot.com/2013/10/judge-allows-police-to-use-drug-dogs-to.html	mapi
http://prudentinvestornewsletters.blogspot.com/2013/10/phisix-us-debt-ceiling-deal-and-untaper.html	benson_te
http://go-digital.net/blog/2013/10/pre-launch-shopping-interest-suggests-sonyas-playstation-4-may-have-the-merriest-holiday/	Augustine Fou
http://www.crn.com/news/cloud/240163546/microsoft-launches-windows-azure-discounts-to-keep-customers-away-from-amazon.htm	Kevin McLaughlin
http://www.gizmoenvy.com/2013/11/08/western-digital-confirms-os-x-mavericks-can-wipe-external-hard-drive-data/	Gizmo Envy
http://upcoming-technologies.blogspot.com/2013/10/youtube-drops-needle-on-iradio-spotify.html	gilsiba
http://www.every-thing-tech.co.uk/2013/10/virb-website-builder-jettisons-from.html	Carlos Rocha
http://www.gizmoenvy.com/2013/11/04/microsoft-azure-now-lets-you-importexport-data-by-shipping-hard-drives/	Gizmo Envy
http://www.iphonefirmware.com/review-spellgrid-reveals-the-hidden-joy-of-anagrams-with-fast-addictive-gameplay/	Robert Nardis
http://warnewsupdates.blogspot.com/2013/10/due-to-nsa-spying-eu-parliament-wants.html	War News Updates Editor
http://warnewsupdates.blogspot.com/2013/10/us-intelligence-chief-insists-french.html	War News Updates Editor
http://www.samsunggalaxyleaks.com/t-mobiles-free-international-plan-teased-on-its-own-site/	Dara Kerr
http://spotfire.tibco.com/blog/?p=21487	Spotfire Blogging Team
http://www.theatlanticwire.com/technology/2013/10/nsas-massive-new-data-center-melting/70274/	Abby Ohlheiser
http://crooksandliars.com/emptywheel/too-much-transparency-defeats-very-purp	emptywheel
http://www.mercurynews.com/60-second-business-break/ci_24421174/biz-break-facebooks-mobile-surge-teen-exodus-puts	Jeremy C. Owens
http://www.gizmoenvy.com/2013/11/07/path-loses-biz-head-amid-rumors-of-over-7m-in-funding-from-dustin-moskovitz/	Gizmo Envy
http://buildbacklinks-online.blogspot.com/2013/10/build-backlinks-online-title_18.html	Peter Clarke
http://chasvoice.blogspot.com/2013/11/central-banks-true-centers-of-political.html	Charleston Voice
http://wallstreetpit.com/101560-new-unemployment-claims-fall-again/	James Picerno
http://managedwordpresshosting.blogspot.com/2013/10/google-and-godaddy-acquire-xero-raises.html	StatusEngage
http://blogs.wsj.com/digits/2013/10/10/weary-of-fruit-fly-consumer-startups-andreessen-horowitz-raises-series-a-bar/	Yuliya Chernova
http://www.iphonefirmware.com/ipad-air-adoption-rate-eclipsing-ipad-4-and-ipad-mini-launch-by-huge-margin/	Robert Nardis
http://www.cph-ink.dk/heres-what-happened-in-mobile-marketing-this-week/	Copenhagen INK
http://www.londonstockshub.co.uk/forexfx-currencies/pound-joins-euro-slide-drops-against-us-dollar-1-6000-in-question/	Gan
http://www.zerohedge.com/news/2013-10-14/double-whammy-debt-talk-breakdown-and-chinese-economic-crunch-means-buying-euphoria-	Tyler Durden
http://www.csoonline.com/article/742896/can-the-new-hipaa-rule-cut-phi-breaches-	Taylor Armerding
http://www.samsunggalaxyleaks.com/apple-warns-of-ssd-failures-in-macbook-air/	Edwin Kee
http://hockey-technology.blogspot.com/2013/11/the-internet-archive-seeks-donations.html	Matthew Sutherland
http://security-world.blogspot.com/2013/10/windowsnetworkingcom-choosing-right.html	Aamir Memon
http://upcoming-technologies.blogspot.com/2013/10/square-please-email-money-hadoop-2.html	gilsiba
http://www.calculatedriskblog.com/2013/10/pending-home-sales-index-declines-56-in.html	Bill McBride
http://laity-markedly.blogspot.com/2013/10/nsa-collecting-email-and-messaging.html	mcauliffetiny80
http://www.gizmoenvy.com/2013/10/21/yandexs-metrica-for-apps-gives-mobile-developers-another-free-tool-to-track-their-wares/	Gizmo Envy
http://phenomena.nationalgeographic.com/2013/11/09/ive-got-your-missing-links-right-here-9-november-2013/	Ed Yong
http://www.zerohedge.com/news/2013-10-07/what-keeps-retailers-night	Tyler Durden
http://news.yahoo.com/stock-futures-off-deadlock-washington-china-data-weigh-114335628--sector.html	Angela Moon
http://www.itworld.com/enterprise-software/381078/google-apps-once-leader-faces-growing-cloud-app-rivals	Juan Carlos Perez
http://www.zerohedge.com/news/2013-10-21/tomorrows-payroll-print-will-be-great-stocks-no-matter-what-goldman-explains	Tyler Durden
http://original.antiwar.com/justin/2013/11/03/the-language-of-tyrants/	Justin Raimondo
http://www.theguardian.com/world/2013/nov/05/kerry-urges-europe-nsa-spying-trade	Paul Lewis
http://www.emptywheel.net/2013/10/25/keith-alexander-armageddon-for-thee-but-not-for-me/	emptywheel
http://www.huffingtonpost.com/michael-chang/virtual-firebox_b_4159362.html	Michael Chang
http://www.forbes.com/sites/ashoka/2013/10/30/5410/	Ashoka
http://www.fastcompany.com/3020041/fast-feed/the-future-of-shopping-shelves-that-track-the-age-and-gender-of-passing-customers	Neal Ungerleider Fast Company journalist specializing in future technology and global innovation. Continue
http://www.bloomberg.com/news/2013-10-04/mongodb-becomes-king-of-nyc-startups-with-1-2-billion-valuation.html?cmpid=mashable	Sarah Frier
http://www.intomobile.com/2013/10/31/nexus-5-officially-annouced-now-available-google-play-store-349/	Blake Stimac
http://www.mobilesocialhub.com/2013/11/07/internet-archive-seeking-donations-to-rebuild-its-fire-damaged-scanning-center/	Catherine Shu
http://www.fiercecmo.com/story/facebook-strikes-deal-international-tv-networks/2013-10-08	Drew Woolley
http://www.ibtimes.com/will-xbox-one-support-windows-8-apps-microsoft-msft-clarifies-reports-whether-81-will-sync-console	Thomas Halleck
http://www.businessinsider.com/fitbit-force-review-2013-10	Steve Kovach
http://www.politico.com/story/2013/10/obamacare-contractors-dont-blame-us-98754.html	, JENNIFER HABERKORN, JASON MILLMAN, BRETT NORMAN
http://www.huffingtonpost.com/daniel-newman/beatles-social-cloud-and-_b_4055158.html	Daniel Newman
http://www.adweek.com/news/technology/retailers-hope-bag-rivals-customers-twitter-153734	Christopher Heine
http://www.mac-talks.com/143436/apple/apple-promoting-its-own-stock-ios-apps-for-popular-app-store-search-queries/	Jordan Kahn
http://www.enterprisecioforum.com/en/blogs/mrkrieger/who-pulls-cloud-computing-purse-strings	Michael Krieger
http://hedgefundmgr.blogspot.com/2013/11/friday-watch.html	Gary
http://www.zerohedge.com/news/2013-10-20/obamacare%E2%80%99s-unintended-consequences-it%E2%80%99s-not-just-technology-problem	Tyler Durden
http://www.channelregister.co.uk/2013/10/24/oracle_buys_big_machines/	Gavin Clarke
http://www.gfi.com/blog/third-party-patch-and-vulnerability-roundup-october-2013/	Debra Littlejohn Shinder
http://blog.starbridgepartners.com/2013/10/10/big-data-and-predictive-analytics-when-is-enough-data-enough/	Ted O'Brien
http://jjie.org/young-indigenous-and-imprisoned-australias-national-disgrace/105490/	Kaitlin Morris
http://www.theatlantic.com/technology/archive/2013/11/how-to-become-autocorrect-famous/281168/	Emma Green
http://www.fiercecio.com/story/top-tech-trends-2014-gartner-style/2013-10-22	David Weldon
http://www.cato.org/blog/just-time-halloween-come-some-scary-global-warming-predictions	Paul C. "Chip" Knappenberger and Patrick J. Michaels
http://channelnomics.com/2013/11/08/microsoft-narrows-ceo-search-strategic-shift-possible/	Larry Walsh
http://www.theguardian.com/education/2013/oct/26/labour-lord-nash-false-data-free-schools	Toby Helm
http://www.mintpressnews.com/nsa-spying-critics-adopt-highway-launch-creative-protest/170426/	Andrea Germanos
http://www.inquisitr.com/994861/government-shutdown-solved-one-problem-washington-d-c-traffic/	James Johnson
http://shredoftruth.com/home/economy-added-148000-jobs-in-september-unemployment-fell-to-72-percent.html	Think Progress
http://groupsects.wordpress.com/2013/10/28/wayne-cordeiros-earnings-somewhat-high/	groupsects
http://www.ucsf.edu/news/2013/10/109566/childbirth-not-significant-contributor-later-sexual-dysfunction	Karin Rush-Monroe on October 09, 2013Follow @KarinRushMonroeEmail
http://www.mac-talks.com/142247/front-page/u-s-mac-sales-continue-to-sag-ahead-of-october-updates/	Juli Clover
http://wlrn.org/post/us-spying-efforts-sometimes-reached-too-far-kerry-says	Mark Memmott
http://www.techhive.com/article/2053358/video-autoplay-comes-to-instagram-but-you-can-set-some-limits.html	Jackie Dove
http://www.techhive.com/article/2059747/dig-into-playstation-4-details-with-sonys-console-faq.html	Ian Paul
http://www.washingtonpost.com/national/health-science/visits-to-federal-health-care-web-site-off-88percent/2013/10/15/7a73f45c-35e2-11e3-be86-6aeaa439845b_story.html	Juliet Eilperin
http://www.zerohedge.com/news/2013-10-07/fed-magically-creates-180-billion-student-and-car-loans-out-thin-air	Tyler Durden
http://lifehacker.com/how-to-break-into-a-computer-and-prevent-it-from-happe-5854079	Whitson Gordon
http://www.forbes.com/sites/alicegwalton/2013/10/16/why-your-brain-treats-oreos-like-a-drug/	Alice G. Walton
http://www.androidpolice.com/2013/10/21/new-app-google-maps-engine-app-allows-you-to-view-custom-maps-created-with-map-engine/	Ryan Whitwam
http://techsalsa.com/info-on-ransomware-and-how-to-stay-protected/	Rajat Gupta
http://parentscoalitionmc.blogspot.com/2013/10/2-versions-of-poolesville-high-school.html	Janis Sartucci
